accession,species,description,source_type,plasmid_name,replicon_types,mge_elements,country,percent_identity,query_coverage,alignment_length,mismatches,gaps,evalue,bit_score,hit_length,subject_start,subject_end
CP116494,Klebsiella pneumoniae,"Klebsiella pneumoniae strain XY05-03 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,85083,2048,2804
CP116494,Klebsiella pneumoniae,"Klebsiella pneumoniae strain XY05-03 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,85083,3218,3974
CP116494,Klebsiella pneumoniae,"Klebsiella pneumoniae strain XY05-03 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,85083,3974,3218
CP116494,Klebsiella pneumoniae,"Klebsiella pneumoniae strain XY05-03 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,85083,19071,19827
CP116494,Klebsiella pneumoniae,"Klebsiella pneumoniae strain XY05-03 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,85083,72524,73280
CP116494,Klebsiella pneumoniae,"Klebsiella pneumoniae strain XY05-03 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,85083,73280,72524
CP116494,Klebsiella pneumoniae,"Klebsiella pneumoniae strain XY05-03 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,85083,82287,83043
CP116494,Klebsiella pneumoniae,"Klebsiella pneumoniae strain XY05-03 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,85083,83043,82287
CP116494,Klebsiella pneumoniae,"Klebsiella pneumoniae strain XY05-03 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,3.93,397,0,0,0.0,734.24,85083,72523,72127
CP116494,Klebsiella pneumoniae,"Klebsiella pneumoniae strain XY05-03 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,3.93,396,0,0,0.0,732.394,85083,72128,72523
CP116494,Klebsiella pneumoniae,"Klebsiella pneumoniae strain XY05-03 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,85083,13420,13289
CP116494,Klebsiella pneumoniae,"Klebsiella pneumoniae strain XY05-03 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,85083,13500,13369
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,92.51,9333,0,0,0.0,17235.9,183190,36336,45668
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,183190,25142,24382
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,183190,76067,75310
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,183190,110104,110864
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,99.87,7.54,761,1,0,0.0,1400.88,183190,154621,155381
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,64,820
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,820,64
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,2159,2915
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,2915,2159
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,6336,7092
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,7092,6336
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,8034,8790
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,8790,8034
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,8951,9707
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,9707,8951
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,99.87,7.53,761,1,1,0.0,1399.03,183190,16114,16874
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,16870,16114
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,19542,20298
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,20298,19542
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,24386,25142
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,35166,35922
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,35922,35166
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,37092,36336
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,52189,52945
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,52945,52189
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,75310,76066
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,110864,110108
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,183190,155377,154621
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,183190,180839,181595
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,183190,181595,180839
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,96.65,4.74,478,16,0,0.0,795.18,183190,3899,4376
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,2.43,245,0,0,3.19794e-121,453.549,183190,25206,25450
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,2.42,244,0,0,1.15018e-120,451.703,183190,25449,25206
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,1.59,160,0,0,5.70308e-74,296.584,183190,8791,8950
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,100.0,1.59,160,0,0,5.70308e-74,296.584,183190,8950,8791
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,183190,42657,42791
ON111447,Klebsiella pneumoniae,"Klebsiella pneumoniae strain C6661 plasmid unnamed, complete sequence",Plasmid,unnamed,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,183190,42737,42871
CP128081,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2018C01-117 plasmid p2018C01-117-2, complete sequence",Plasmid,p2018C01-117-2,Not specified,Not specified,Not specified,100.0,92.51,9333,0,0,0.0,17235.9,104047,82825,92157
CP128081,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2018C01-117 plasmid p2018C01-117-2, complete sequence",Plasmid,p2018C01-117-2,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,104047,28928,28171
CP128081,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2018C01-117 plasmid p2018C01-117-2, complete sequence",Plasmid,p2018C01-117-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,104047,4393,5149
CP128081,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2018C01-117 plasmid p2018C01-117-2, complete sequence",Plasmid,p2018C01-117-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,104047,5149,4393
CP128081,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2018C01-117 plasmid p2018C01-117-2, complete sequence",Plasmid,p2018C01-117-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,104047,28171,28927
CP128081,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2018C01-117 plasmid p2018C01-117-2, complete sequence",Plasmid,p2018C01-117-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,104047,34699,35455
CP128081,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2018C01-117 plasmid p2018C01-117-2, complete sequence",Plasmid,p2018C01-117-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,104047,35455,34699
CP128081,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2018C01-117 plasmid p2018C01-117-2, complete sequence",Plasmid,p2018C01-117-2,Not specified,Not specified,Not specified,99.87,7.53,761,1,1,0.0,1399.03,104047,60988,60228
CP128081,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2018C01-117 plasmid p2018C01-117-2, complete sequence",Plasmid,p2018C01-117-2,Not specified,Not specified,Not specified,99.87,7.53,760,1,0,0.0,1399.03,104047,60229,60988
CP128081,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2018C01-117 plasmid p2018C01-117-2, complete sequence",Plasmid,p2018C01-117-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,104047,83581,82825
CP128081,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2018C01-117 plasmid p2018C01-117-2, complete sequence",Plasmid,p2018C01-117-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,104047,98677,99433
CP128081,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2018C01-117 plasmid p2018C01-117-2, complete sequence",Plasmid,p2018C01-117-2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,104047,99433,98677
CP128081,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2018C01-117 plasmid p2018C01-117-2, complete sequence",Plasmid,p2018C01-117-2,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,104047,89146,89280
CP128081,Klebsiella pneumoniae,"Klebsiella pneumoniae strain 2018C01-117 plasmid p2018C01-117-2, complete sequence",Plasmid,p2018C01-117-2,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,104047,89226,89360
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,100.0,92.51,9333,0,0,0.0,17235.9,234553,148740,139408
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,100.0,20.13,2031,0,0,0.0,3751.67,234553,14559,16589
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,100.0,7.53,760,0,0,0.0,1404.57,234553,120128,119369
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,234553,104762,105522
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,234553,105518,104762
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,234553,109606,110362
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,234553,110362,109606
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,99.87,7.53,761,1,1,0.0,1399.03,234553,119369,120129
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,234553,128007,128763
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,234553,128763,128007
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,234553,129874,130630
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,234553,130630,129874
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,234553,147984,148740
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,234553,152822,153578
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,234553,153578,152822
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,99.48,7.55,762,4,0,0.0,1386.11,234553,150448,149687
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,234553,134438,135194
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,234553,135194,134438
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,234553,149687,150443
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,96.65,4.74,478,16,0,0.0,795.18,234553,131614,132091
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,99.38,1.61,162,1,0,2.05119e-73,294.738,234553,132085,132246
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,234553,142333,142202
CP154300,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP150 plasmid pKP150-Vir_KPC, complete sequence",Plasmid,pKP150-Vir_KPC,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,234553,142413,142282
CP162932,Klebsiella pneumoniae,"Klebsiella pneumoniae strain CRKP1 plasmid pCRKP1-3, complete sequence",Plasmid,pCRKP1-3,Not specified,Not specified,Not specified,100.0,92.51,9333,0,0,0.0,17235.9,79185,3517,12849
CP162932,Klebsiella pneumoniae,"Klebsiella pneumoniae strain CRKP1 plasmid pCRKP1-3, complete sequence",Plasmid,pCRKP1-3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,79185,4273,3517
CP162932,Klebsiella pneumoniae,"Klebsiella pneumoniae strain CRKP1 plasmid pCRKP1-3, complete sequence",Plasmid,pCRKP1-3,Not specified,Not specified,Not specified,100.0,7.23,729,0,0,0.0,1347.33,79185,1,729
CP162932,Klebsiella pneumoniae,"Klebsiella pneumoniae strain CRKP1 plasmid pCRKP1-3, complete sequence",Plasmid,pCRKP1-3,Not specified,Not specified,Not specified,100.0,7.23,729,0,0,0.0,1347.33,79185,729,1
CP162932,Klebsiella pneumoniae,"Klebsiella pneumoniae strain CRKP1 plasmid pCRKP1-3, complete sequence",Plasmid,pCRKP1-3,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,79185,9838,9972
CP162932,Klebsiella pneumoniae,"Klebsiella pneumoniae strain CRKP1 plasmid pCRKP1-3, complete sequence",Plasmid,pCRKP1-3,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,79185,9918,10052
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,92.51,9333,0,0,0.0,17235.9,145646,8047,17379
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,99.87,7.55,762,1,0,0.0,1402.73,145646,6872,7633
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,145646,92716,91956
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,145646,93827,94587
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,145646,7633,6877
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,145646,8803,8047
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,145646,23900,24656
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,145646,24656,23900
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,145646,77353,78109
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,145646,78109,77353
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,145646,87116,87872
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,145646,87872,87116
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,145646,91960,92716
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,145646,94583,93827
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,145646,97594,98350
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,145646,98350,97594
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,96.65,4.74,478,16,0,0.0,795.18,145646,94770,95247
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,3.93,397,0,0,0.0,734.24,145646,77352,76956
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,100.0,3.93,396,0,0,0.0,732.394,145646,76957,77352
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,99.38,1.61,162,1,0,2.05119e-73,294.738,145646,95241,95402
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,145646,14368,14502
CP167369,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GDFK0765 plasmid unnamed3, complete sequence",Plasmid,unnamed3,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,145646,14448,14582
CP031936,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GZ-1 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,92.51,9333,0,0,0.0,17235.9,133770,75412,66080
CP031936,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GZ-1 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,133770,53959,54719
CP031936,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GZ-1 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,133770,14087,14843
CP031936,Klebsiella pneumoniae,"Klebsiella pneumoniae strain GZ-1 plasmid unnamed2, complete sequence",Plasmid,unnamed2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,133770,14843,14087
