Sample,Gene,Product,Contig,Contig_Size,Location,Start,Stop,Strand,Type,DB_Xrefs
JKPB381,rimP,Ribosome maturation factor RimP,contig_1,0,Small replicon (~0kb),566881,567333,+,cds,"SO:0001217, UniRef:UniRef50_Q6D9A7"
JKPB381,,Polyribonucleotide nucleotidyltransferase,contig_1,0,Small replicon (~0kb),573672,575807,+,cds,"SO:0001217, UniRef:UniRef50_K2JUI4"
JKPB381,yhbS,Uncharacterized N-acetyltransferase YhbS,contig_1,0,Small replicon (~0kb),584113,584616,+,cds,"SO:0001217, UniRef:UniRef50_P63417"
JKPB381,,Ribosomal RNA small subunit methyltransferase I,contig_1,0,Small replicon (~0kb),591624,592487,+,cds,"SO:0001217, UniRef:UniRef50_A8G181"
JKPB381,,"Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2 family protein",contig_1,0,Small replicon (~0kb),597203,597670,-,cds,"SO:0001217, UniRef:UniRef50_F5NWV6"
JKPB381,,Ribosomal RNA large subunit methyltransferase G,contig_1,0,Small replicon (~0kb),632841,633971,+,cds,"SO:0001217, UniRef:UniRef50_A0A1B7KZM7"
JKPB381,dhaM,"PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM",contig_1,0,Small replicon (~0kb),649956,651377,-,cds,"SO:0001217, UniRef:UniRef50_P37349"
JKPB381,dhaL,"PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL",contig_1,0,Small replicon (~0kb),651388,652020,-,cds,"SO:0001217, UniRef:UniRef50_P76014"
JKPB381,dhaK,"PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK",contig_1,0,Small replicon (~0kb),652031,653101,-,cds,"SO:0001217, UniRef:UniRef50_P76015"
JKPB381,dhaR,PTS-dependent dihydroxyacetone kinase operon transcriptional regulator DhaR,contig_1,0,Small replicon (~0kb),654911,656836,+,cds,"SO:0001217, UniRef:UniRef50_A0A1B7L0M3"
JKPB381,dhaT,"1,3-propanediol dehydrogenase",contig_1,0,Small replicon (~0kb),657719,658882,-,cds,"BlastRules:WP_004150927, BlastRules:WP_016157511, EC:1.1.1.202, SO:0001217, UniRef:UniRef50_A0A377YXM5"
JKPB381,,Acid-resistance membrane protein,contig_1,0,Small replicon (~0kb),665515,666090,-,cds,"SO:0001217, UniRef:UniRef50_A0A9P3P6K7"
JKPB381,tolC,Outer membrane protein TolC,contig_1,0,Small replicon (~0kb),701382,702851,-,cds,"SO:0001217, UniRef:UniRef50_P02930"
JKPB381,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),719276,719803,+,cds,"SO:0001217, UniRef:UniRef50_A0A0H3GVP1"
JKPB381,traM,TraD/TraG TraM recognition site domain-containing protein,contig_1,0,Small replicon (~0kb),763810,765909,+,cds,"SO:0001217, UniRef:UniRef50_E5B1Q3"
JKPB381,,tRNA (guanine-N(7)-)-methyltransferase,contig_1,0,Small replicon (~0kb),810149,810868,+,cds,"SO:0001217, UniRef:UniRef50_Q2NRB6"
JKPB381,hemW,Heme chaperone HemW,contig_1,0,Small replicon (~0kb),812005,813141,-,cds,"SO:0001217, UniRef:UniRef50_A0A523M839"
JKPB381,,Ribosomal RNA small subunit methyltransferase E,contig_1,0,Small replicon (~0kb),819492,820223,-,cds,"SO:0001217, UniRef:UniRef50_A0A2X3FA23"
JKPB381,,Aminomethyltransferase,contig_1,0,Small replicon (~0kb),864778,865872,+,cds,"SO:0001217, UniRef:UniRef50_A6TDR7"
JKPB381,,Copper resistance protein,contig_1,0,Small replicon (~0kb),873458,873817,-,cds,"SO:0001217, UniRef:UniRef50_A0A4U9VX74"
JKPB381,mdtP,MdtP family multidrug efflux transporter outer membrane subunit,contig_1,0,Small replicon (~0kb),900691,902139,-,cds,"SO:0001217, UniRef:UniRef50_A0A4S7X6E3"
JKPB381,,Tripartite multidrug resistance system membrane fusion protein,contig_1,0,Small replicon (~0kb),902136,904061,-,cds,"SO:0001217, UniRef:UniRef50_A0A7H4M6L9"
JKPB381,mdtN,Multidrug resistance protein MdtN,contig_1,0,Small replicon (~0kb),904074,905099,-,cds,"SO:0001217, UniRef:UniRef50_P32716"
JKPB381,,Nickel/cobalt efflux system,contig_1,0,Small replicon (~0kb),917503,918459,+,cds,"SO:0001217, UniRef:UniRef50_A0A1W6B9C8"
JKPB381,marR,MarR family transcriptional regulator,contig_1,0,Small replicon (~0kb),918456,918962,-,cds,"SO:0001217, UniRef:UniRef50_A0A964UUN5"
JKPB381,,Chlorhexidine efflux transporter domain-containing protein,contig_1,0,Small replicon (~0kb),931411,931872,-,cds,"SO:0001217, UniRef:UniRef50_S5MZU1"
JKPB381,,Acetyl-CoA acetyltransferase,contig_1,0,Small replicon (~0kb),932963,934141,+,cds,"SO:0001217, UniRef:UniRef50_P14611"
JKPB381,,GNAT family N-acetyltransferase,contig_1,0,Small replicon (~0kb),957869,958348,+,cds,"SO:0001217, UniRef:UniRef50_A0A1X1BVJ9"
JKPB381,,Phosphoenolpyruvate-dependent phosphotransferase system,contig_1,0,Small replicon (~0kb),967696,969942,+,cds,"SO:0001217, UniRef:UniRef50_P37177"
JKPB381,,Amino-acid acetyltransferase,contig_1,0,Small replicon (~0kb),986245,987576,-,cds,"SO:0001217, UniRef:UniRef50_P0A6C5"
JKPB381,,Cobalt-precorrin-5B C(1)-methyltransferase,contig_1,0,Small replicon (~0kb),1012898,1014037,+,cds,"SO:0001217, UniRef:UniRef50_Q05628"
JKPB381,,Cobalt-precorrin-7 C(5)-methyltransferase,contig_1,0,Small replicon (~0kb),1014031,1014636,+,cds,"SO:0001217, UniRef:UniRef50_P0A2H1"
JKPB381,,Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating),contig_1,0,Small replicon (~0kb),1014626,1015195,+,cds,"SO:0001217, UniRef:UniRef50_Q05632"
JKPB381,,Cobalt-precorrin-4 C(11)-methyltransferase,contig_1,0,Small replicon (~0kb),1015188,1015961,+,cds,"SO:0001217, UniRef:UniRef50_P0A2G9"
JKPB381,,Precorrin-3B C(17)-methyltransferase,contig_1,0,Small replicon (~0kb),1016997,1017722,+,cds,"SO:0001217, UniRef:UniRef50_A0A0Z8M1W7"
JKPB381,,Cobalt-precorrin-2 C(20)-methyltransferase,contig_1,0,Small replicon (~0kb),1019306,1020016,+,cds,"SO:0001217, UniRef:UniRef50_A0A379T931"
JKPB381,,Ribosomal RNA large subunit methyltransferase M,contig_1,0,Small replicon (~0kb),1032079,1033179,+,cds,"SO:0001217, UniRef:UniRef50_P0ADR6"
JKPB381,rlmD,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,contig_1,0,Small replicon (~0kb),1072384,1073688,+,cds,"SO:0001217, UniRef:UniRef50_P55135"
JKPB381,,Protein-L-isoaspartate O-methyltransferase,contig_1,0,Small replicon (~0kb),1097192,1097818,+,cds,"SO:0001217, UniRef:UniRef50_P0A7A5"
JKPB381,hmuV,Hemin import ATP-binding protein HmuV,contig_1,0,Small replicon (~0kb),1110709,1111488,-,cds,"SO:0001217, UniRef:UniRef50_A0A6N3G310"
JKPB381,hmuU,Hemin transport system permease HmuU,contig_1,0,Small replicon (~0kb),1111481,1112476,-,cds,"SO:0001217, UniRef:UniRef50_A0A0J1LP30"
JKPB381,hmuS,Hemin transport protein HmuS,contig_1,0,Small replicon (~0kb),1113291,1114322,-,cds,"SO:0001217, UniRef:UniRef50_Q56990"
JKPB381,sitC,iron/manganese ABC transporter permease subunit SitC,contig_1,0,Small replicon (~0kb),1122388,1123236,-,cds,"BlastRules:WP_001101723, BlastRules:WP_001104336, SO:0001217, UniRef:UniRef50_Q56954"
JKPB381,sitB,"Manganese ABC transporter, ATP-binding protein SitB",contig_1,0,Small replicon (~0kb),1123233,1124054,-,cds,"SO:0001217, UniRef:UniRef50_A0A377ZD83"
JKPB381,,"N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIA component",contig_1,0,Small replicon (~0kb),1127131,1127445,-,cds,"SO:0001217, UniRef:UniRef50_A0A1R4B278"
JKPB381,,Oligo-beta-mannoside-specific phosphotransferase enzyme IIB component,contig_1,0,Small replicon (~0kb),1128801,1129115,-,cds,"SO:0001217, UniRef:UniRef50_A0A443VQZ3"
JKPB381,,Nickel/cobalt efflux system,contig_1,0,Small replicon (~0kb),1157373,1158386,+,cds,"SO:0001217, UniRef:UniRef50_A0A8T6QIH9"
JKPB381,emrB,Multidrug export protein EmrB,contig_1,0,Small replicon (~0kb),1185577,1187115,-,cds,"SO:0001217, UniRef:UniRef50_P0AEJ0"
JKPB381,emrA,Multidrug export protein EmrA,contig_1,0,Small replicon (~0kb),1187131,1188303,-,cds,"SO:0001217, UniRef:UniRef50_P27303"
JKPB381,marR,Multiple antibiotic resistance protein marR,contig_1,0,Small replicon (~0kb),1188429,1188959,-,cds,"SO:0001217, UniRef:UniRef50_A0A1T4N4P6"
JKPB381,oqxB,multidrug efflux RND transporter permease subunit OqxB,contig_1,0,Small replicon (~0kb),1233229,1236381,-,cds,"NCBIProtein:WP_000347934.1, SO:0001217, UniRef:UniRef50_A0AAN1X327"
JKPB381,oqxA,multidrug efflux RND transporter periplasmic adaptor subunit OqxA,contig_1,0,Small replicon (~0kb),1236405,1237580,-,cds,"NCBIProtein:WP_002914189.1, SO:0001217, UniRef:UniRef50_A0A261V1B2"
JKPB381,,Site-specific DNA-methyltransferase (adenine-specific),contig_1,0,Small replicon (~0kb),1242575,1243426,+,cds,"SO:0001217, UniRef:UniRef50_A0A380PNN7"
JKPB381,,tRNA (guanine-N(1)-)-methyltransferase,contig_1,0,Small replicon (~0kb),1288986,1289753,+,cds,"SO:0001217, UniRef:UniRef50_P43912"
JKPB381,pat,protein lysine acetyltransferase,contig_1,0,Small replicon (~0kb),1314261,1316912,-,cds,"BlastRules:WP_000082639, SO:0001217, UniRef:UniRef50_P76594"
JKPB381,yfiF,Uncharacterized tRNA/rRNA methyltransferase YfiF,contig_1,0,Small replicon (~0kb),1318344,1319429,+,cds,"SO:0001217, UniRef:UniRef50_P0AGJ5"
JKPB381,,tRNA1(Val) (adenine(37)-N6)-methyltransferase,contig_1,0,Small replicon (~0kb),1322382,1323119,+,cds,"SO:0001217, UniRef:UniRef50_C6CNL2"
JKPB381,,DNA methyltransferase,contig_1,0,Small replicon (~0kb),1348225,1348869,+,cds,"SO:0001217, UniRef:UniRef50_A0A140NPV0"
JKPB381,,Serine hydroxymethyltransferase,contig_1,0,Small replicon (~0kb),1392522,1393775,+,cds,"SO:0001217, UniRef:UniRef50_U2ASI2"
JKPB381,,Nickel/cobalt efflux system,contig_1,0,Small replicon (~0kb),1404497,1405477,+,cds,"SO:0001217, UniRef:UniRef50_S5MYT3"
JKPB381,trmJ,tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ,contig_1,0,Small replicon (~0kb),1407384,1408118,+,cds,"SO:0001217, UniRef:UniRef50_A0A0H2ZF87"
JKPB381,rlmN,Dual-specificity RNA methyltransferase RlmN,contig_1,0,Small replicon (~0kb),1426771,1427937,+,cds,"SO:0001217, UniRef:UniRef50_P36979"
JKPB381,perC,PerC family transcriptional regulator,contig_1,0,Small replicon (~0kb),1443656,1443949,-,cds,"SO:0001217, UniRef:UniRef50_V5U0H1"
JKPB381,perM,Putative permease PerM,contig_1,0,Small replicon (~0kb),1507127,1508188,+,cds,"SO:0001217, UniRef:UniRef50_P0AFI9"
JKPB381,tmcA,tRNA(Met) cytidine acetyltransferase TmcA,contig_1,0,Small replicon (~0kb),1513307,1515310,+,cds,"SO:0001217, UniRef:UniRef50_A0A2X4T593"
JKPB381,,Efflux pump membrane transporter,contig_1,0,Small replicon (~0kb),1518398,1521511,-,cds,"SO:0001217, UniRef:UniRef50_A0A510IXH6"
JKPB381,,Acetyltransferase EBL_c10900,contig_1,0,Small replicon (~0kb),1548286,1548711,+,cds,"SO:0001217, UniRef:UniRef50_I2B6P6"
JKPB381,,Phosphoenolpyruvate-protein phosphotransferase,contig_1,0,Small replicon (~0kb),1559865,1561592,-,cds,"SO:0001217, UniRef:UniRef50_P08839"
JKPB381,yfeC,Uncharacterized protein YfeC,contig_1,0,Small replicon (~0kb),1572400,1572753,-,cds,"SO:0001217, UniRef:UniRef50_P0AD37"
JKPB381,,Ribosomal protein uL3 glutamine methyltransferase,contig_1,0,Small replicon (~0kb),1602723,1603655,+,cds,"SO:0001217, UniRef:UniRef50_Q0WDE1"
JKPB381,,[ribosomal protein uS5]-alanine N-acetyltransferase,contig_1,0,Small replicon (~0kb),1627432,1627959,-,cds,"SO:0001217, UniRef:UniRef50_A0A376FIH2"
JKPB381,,Phosphate acetyltransferase,contig_1,0,Small replicon (~0kb),1632279,1634426,-,cds,"SO:0001217, UniRef:UniRef50_P0A9M8"
JKPB381,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),1660235,1660696,+,cds,"SO:0001217, UniRef:UniRef50_A8ADW6"
JKPB381,,Ubiquinone biosynthesis O-methyltransferase,contig_1,0,Small replicon (~0kb),1687226,1687954,-,cds,"SO:0001217, UniRef:UniRef50_A8H499"
JKPB381,rcsD,Phosphotransferase RcsD,contig_1,0,Small replicon (~0kb),1694418,1697075,-,cds,"SO:0001217, UniRef:UniRef50_P39838"
JKPB381,mgtE,Magnesium transporter MgtE,contig_1,0,Small replicon (~0kb),1703787,1705223,+,cds,"SO:0001217, UniRef:UniRef50_A0A7V1BN86"
JKPB381,,Bcr/CflA family efflux transporter,contig_1,0,Small replicon (~0kb),1720575,1721771,+,cds,"SO:0001217, UniRef:UniRef50_A0A6G9IF80"
JKPB381,,Sugar efflux transporter B,contig_1,0,Small replicon (~0kb),1738129,1739310,-,cds,"SO:0001217, UniRef:UniRef50_P33027"
JKPB381,,Vancomycin high temperature exclusion protein,contig_1,0,Small replicon (~0kb),1760469,1761185,-,cds,"SO:0001217, UniRef:UniRef50_A0A151UJ27"
JKPB381,nodT,"RND efflux system, outer membrane lipoprotein, NodT family",contig_1,0,Small replicon (~0kb),1771250,1772689,+,cds,"SO:0001217, UniRef:UniRef50_E3GC31"
JKPB381,,N-acetyltransferase family protein,contig_1,0,Small replicon (~0kb),1775396,1775950,-,cds,"SO:0001217, UniRef:UniRef50_A0A9J6QCI7"
JKPB381,,GCN5-related N-acetyltransferase,contig_1,0,Small replicon (~0kb),1790798,1791262,-,cds,"SO:0001217, UniRef:UniRef50_A0A0H3G3B5"
JKPB381,adeQ,Adenine permease AdeQ,contig_1,0,Small replicon (~0kb),1792624,1793967,-,cds,"SO:0001217, UniRef:UniRef50_A0A0G4JEJ9"
JKPB381,mdtD,Putative multidrug resistance protein MdtD,contig_1,0,Small replicon (~0kb),1823460,1824875,-,cds,"SO:0001217, UniRef:UniRef50_B7L9V0"
JKPB381,,Acriflavin resistance protein,contig_1,0,Small replicon (~0kb),1824877,1827954,-,cds,"SO:0001217, UniRef:UniRef50_A0AAI9L9I1"
JKPB381,mdtB,Multidrug resistance protein MdtB,contig_1,0,Small replicon (~0kb),1827955,1831077,-,cds,"SO:0001217, UniRef:UniRef50_Q8ZCW0"
JKPB381,mdtA,Multidrug resistance protein MdtA,contig_1,0,Small replicon (~0kb),1831077,1832315,-,cds,"SO:0001217, UniRef:UniRef50_A0A0J8VMS4"
JKPB381,,Acid-resistance membrane protein,contig_1,0,Small replicon (~0kb),1921458,1922033,+,cds,"SO:0001217, UniRef:UniRef50_A0A8B4TY10"
JKPB381,,Phosphotransferase enzyme family protein,contig_1,0,Small replicon (~0kb),1924238,1925341,-,cds,"SO:0001217, UniRef:UniRef50_A0A1H6CQH5"
JKPB381,fyuA,yersiniabactin receptor FyuA,contig_1,0,Small replicon (~0kb),1954676,1956697,-,cds,"SO:0001217, UniRef:UniRef50_P46359, VFDB:VFC0272, VFDB:VFG044333"
JKPB381,ybtE,yersiniabactin biosynthesis salycil-AMP ligase YbtE,contig_1,0,Small replicon (~0kb),1956828,1958405,-,cds,"BlastRules:WP_001088826, BlastRules:WP_011168856, EC:2.7.7.-, SO:0001217, UniRef:UniRef50_A0AAW4DZA7"
JKPB381,ybtT,yersiniabactin biosynthesis thioesterase YbtT,contig_1,0,Small replicon (~0kb),1958409,1959212,-,cds,"BlastRules:WP_002212799, SO:0001217, UniRef:UniRef50_A0A061LQM0"
JKPB381,ybtU,yersiniabactin biosynthetic protein YbtU,contig_1,0,Small replicon (~0kb),1959209,1960309,-,cds,"SO:0001217, UniRef:UniRef50_W9BA38, VFDB:VFC0272, VFDB:VFG000361"
JKPB381,irp1,yersiniabactin biosynthetic protein Irp1,contig_1,0,Small replicon (~0kb),1960306,1969797,-,cds,"SO:0001217, UniRef:UniRef50_A0A7U1FGE5, VFDB:VFC0272, VFDB:VFG000362"
JKPB381,irp2,yersiniabactin non-ribosomal peptide synthetase HMWP2,contig_1,0,Small replicon (~0kb),1969885,1975992,-,cds,"BlastRules:WP_011171836, SO:0001217, UniRef:UniRef50_P48633"
JKPB381,ybtA,yersiniabactin transcriptional regulator YbtA,contig_1,0,Small replicon (~0kb),1976183,1977142,-,cds,"BlastRules:WP_000140406, SO:0001217, UniRef:UniRef50_C4N4L3"
JKPB381,ybtP,yersiniabactin ABC transporter ATP-binding/permease protein YbtP,contig_1,0,Small replicon (~0kb),1977399,1979111,+,cds,"BlastRules:WP_000098391, NCBIProtein:CAA21388.1, SO:0001217, UniRef:UniRef50_A0A377ZFN4"
JKPB381,ybtQ,yersiniabactin ABC transporter ATP-binding/permease protein YbtQ,contig_1,0,Small replicon (~0kb),1979098,1980900,+,cds,"BlastRules:WP_002212761, NCBIProtein:AAC69584.1, SO:0001217, UniRef:UniRef50_A0A2D0AQJ5"
JKPB381,ybtX,putative signal transducer,contig_1,0,Small replicon (~0kb),1980893,1982173,+,cds,"SO:0001217, UniRef:UniRef50_A0A0B0VZW8, VFDB:VFC0272, VFDB:VFG000367"
JKPB381,ybtS,salicylate synthase Irp9,contig_1,0,Small replicon (~0kb),1982201,1983505,+,cds,"SO:0001217, UniRef:UniRef50_Q9X9I8, VFDB:VFC0272, VFDB:VFG000368"
JKPB381,,Multidrug-efflux transporter,contig_1,0,Small replicon (~0kb),1985391,1986827,+,cds,"SO:0001217, UniRef:UniRef50_A0A486S2R5"
JKPB381,pmrD,Signal transduction protein PmrD domain-containing protein,contig_1,0,Small replicon (~0kb),1988777,1989022,-,cds,"SO:0001217, UniRef:UniRef50_A0A7H5AAG0"
JKPB381,tetR,TetR family transcriptional regulator,contig_1,0,Small replicon (~0kb),1992855,1993559,-,cds,"SO:0001217, UniRef:UniRef50_A0A080T0H7"
JKPB381,phoE,Outer membrane porin PhoE,contig_1,0,Small replicon (~0kb),2002193,2003338,-,cds,"SO:0001217, UniRef:UniRef50_A7MEM9"
JKPB381,,Cytosine-specific methyltransferase,contig_1,0,Small replicon (~0kb),2004985,2006385,+,cds,"SO:0001217, UniRef:UniRef50_A0A014NA45"
JKPB381,,tRNA U34 carboxymethyltransferase,contig_1,0,Small replicon (~0kb),2046491,2047495,-,cds,"SO:0001217, UniRef:UniRef50_B8F571"
JKPB381,,Copper resistance protein C,contig_1,0,Small replicon (~0kb),2073505,2073879,+,cds,"SO:0001217, UniRef:UniRef50_A0A4U6LYK4"
JKPB381,,Copper resistance protein D,contig_1,0,Small replicon (~0kb),2073883,2074752,+,cds,"SO:0001217, UniRef:UniRef50_A0A379TCN1"
JKPB381,,Ribosomal RNA small subunit methyltransferase F,contig_1,0,Small replicon (~0kb),2078410,2079798,-,cds,"SO:0001217, UniRef:UniRef50_P76273"
JKPB381,,23S rRNA methyltransferase A,contig_1,0,Small replicon (~0kb),2094769,2095563,+,cds,"SO:0001217, UniRef:UniRef50_A0A9P1PVD6"
JKPB381,mntP,Putative manganese efflux pump MntP,contig_1,0,Small replicon (~0kb),2095567,2096133,-,cds,"SO:0001217, UniRef:UniRef50_Q3BMJ1"
JKPB381,tehB,Putative S-adenosyl-L-methionine-dependent methyltransferase TehB,contig_1,0,Small replicon (~0kb),2117760,2118104,-,cds,"SO:0001217, UniRef:UniRef50_A0A1T5HY09"
JKPB381,,Formate acetyltransferase 1,contig_1,0,Small replicon (~0kb),2145405,2147699,+,cds,"SO:0001217, UniRef:UniRef50_P09373"
JKPB381,,"Acetyltransferase, N-acetylglutamate synthase",contig_1,0,Small replicon (~0kb),2156029,2156505,-,cds,"SO:0001217, UniRef:UniRef50_J2LJ02"
JKPB381,,DNA N-6-adenine-methyltransferase of bacteriophage,contig_1,0,Small replicon (~0kb),2163099,2163626,-,cds,"SO:0001217, UniRef:UniRef50_A0A086UID1"
JKPB381,marR,MarR family transcriptional regulator,contig_1,0,Small replicon (~0kb),2170305,2170607,+,cds,"SO:0001217, UniRef:UniRef50_A0A855F2Q5"
JKPB381,impA,Type VI secretion system ImpA family N-terminal domain-containing protein,contig_1,0,Small replicon (~0kb),2189584,2190999,+,cds,"SO:0001217, UniRef:UniRef50_A0A0H3GRI9"
JKPB381,,Release factor glutamine methyltransferase,contig_1,0,Small replicon (~0kb),2203195,2204043,+,cds,"SO:0001217, UniRef:UniRef50_P0ACC1"
JKPB381,,Copper-resistance protein,contig_1,0,Small replicon (~0kb),2213339,2214127,+,cds,"SO:0001217, UniRef:UniRef50_A0A0G4R3R3"
JKPB381,narL,Two-component system response regulator NarL,contig_1,0,Small replicon (~0kb),2222336,2222986,-,cds,"SO:0001217, UniRef:UniRef50_A8AG23"
JKPB381,narJ,Nitrate reductase molybdenum cofactor assembly chaperone NarJ,contig_1,0,Small replicon (~0kb),2232153,2232863,+,cds,"SO:0001217, UniRef:UniRef50_P0AF26"
JKPB381,hemP,Hemin uptake protein HemP,contig_1,0,Small replicon (~0kb),2280388,2280615,-,cds,"SO:0001217, UniRef:UniRef50_A0A8E1V4R2"
JKPB381,,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,contig_1,0,Small replicon (~0kb),2293097,2294128,+,cds,"SO:0001217, UniRef:UniRef50_A0A077GU37"
JKPB381,fecE,FecE,contig_1,0,Small replicon (~0kb),2295455,2296216,-,cds,"SO:0001217, UniRef:UniRef50_D4GKV1"
JKPB381,,RND efflux pump membrane fusion protein barrel-sandwich domain-containing protein,contig_1,0,Small replicon (~0kb),2301198,2302307,+,cds,"SO:0001217, UniRef:UniRef50_V3P2C1"
JKPB381,,Cation efflux protein,contig_1,0,Small replicon (~0kb),2302304,2305396,+,cds,"SO:0001217, UniRef:UniRef50_C3KQG8"
JKPB381,tetR,TetR family transcriptional regulator,contig_1,0,Small replicon (~0kb),2306891,2307523,-,cds,"SO:0001217, UniRef:UniRef50_A0A024HIV3"
JKPB381,,Glyoxalase/bleomycin resistance protein/dioxygenase,contig_1,0,Small replicon (~0kb),2369654,2370025,-,cds,"SO:0001217, UniRef:UniRef50_C5TCD4"
JKPB381,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2382120,2382596,+,cds,"SO:0001217, UniRef:UniRef50_A1JSY5"
JKPB381,asr,acid resistance repetitive basic protein Asr,contig_1,0,Small replicon (~0kb),2423555,2423962,-,cds,NCBIFam:NF033636.1
JKPB381,mdtK,MdtK family multidrug efflux MATE transporter,contig_1,0,Small replicon (~0kb),2424138,2425511,-,cds,"BlastRules:WP_001175077, SO:0001217, UniRef:UniRef50_P37340"
JKPB381,nemR,HTH-type transcriptional repressor NemR,contig_1,0,Small replicon (~0kb),2438406,2439005,-,cds,"SO:0001217, UniRef:UniRef50_P67430"
JKPB381,,Ribosomal-protein-serine acetyltransferase,contig_1,0,Small replicon (~0kb),2482544,2483122,+,cds,"SO:0001217, UniRef:UniRef50_P13857"
JKPB381,,Acetyltransferase,contig_1,0,Small replicon (~0kb),2483108,2484088,-,cds,"SO:0001217, UniRef:UniRef50_A0A0L0H248"
JKPB381,tehA,Tellurite resistance protein TehA,contig_1,0,Small replicon (~0kb),2484200,2485204,+,cds,"SO:0001217, UniRef:UniRef50_P25396"
JKPB381,,Tellurite methyltransferase,contig_1,0,Small replicon (~0kb),2485201,2485797,+,cds,"SO:0001217, UniRef:UniRef50_A0A370V5S7"
JKPB381,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2510458,2510976,-,cds,"SO:0001217, UniRef:UniRef50_A8AGL0"
JKPB381,moxC,Putative monooxygenase moxC,contig_1,0,Small replicon (~0kb),2525859,2527172,+,cds,"SO:0001217, UniRef:UniRef50_M7NZQ6"
JKPB381,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2528134,2528643,+,cds,"SO:0001217, UniRef:UniRef50_D4GMZ6"
JKPB381,,N-hydroxyarylamine O-acetyltransferase,contig_1,0,Small replicon (~0kb),2543238,2544083,+,cds,"SO:0001217, UniRef:UniRef50_A0A2S6EFY5"
JKPB381,narW,putative nitrate reductase molybdenum cofactor assembly chaperone NarW,contig_1,0,Small replicon (~0kb),2545431,2546126,-,cds,"SO:0001217, UniRef:UniRef50_P19317"
JKPB381,kmrA,efflux MFS transporter KmrA,contig_1,0,Small replicon (~0kb),2553778,2555277,+,cds,"BlastRules:WP_004175980, SO:0001217, UniRef:UniRef50_A0A378B4C8"
JKPB381,,ADP/GDP-polyphosphate phosphotransferase,contig_1,0,Small replicon (~0kb),2568963,2569781,-,cds,"SO:0001217, UniRef:UniRef50_A0A7W4J7I1"
JKPB381,marR,MarR family transcriptional regulator,contig_1,0,Small replicon (~0kb),2581044,2581997,+,cds,"SO:0001217, UniRef:UniRef50_N8SD55"
JKPB381,,"Formate dehydrogenase similar to ydeP, related to acid resistance with formate dehydrogenase/DMSO reductase",contig_1,0,Small replicon (~0kb),2603687,2605987,+,cds,"SO:0001217, UniRef:UniRef50_B3RBP8"
JKPB381,,Oligo-beta-mannoside-specific phosphotransferase enzyme IIB component,contig_1,0,Small replicon (~0kb),2614802,2615125,+,cds,"SO:0001217, UniRef:UniRef50_A0A0M2N9T8"
JKPB381,mgtC,Protein MgtC,contig_1,0,Small replicon (~0kb),2617484,2618164,+,cds,"SO:0001217, UniRef:UniRef50_P0CI70"
JKPB381,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2666016,2666915,-,cds,"SO:0001217, UniRef:UniRef50_W8UUV5"
JKPB381,,Multidrug resistance protein B,contig_1,0,Small replicon (~0kb),2669117,2670679,-,cds,"SO:0001217, UniRef:UniRef50_A0A378YD60"
JKPB381,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2673737,2674159,-,cds,"SO:0001217, UniRef:UniRef50_A0A348DD88"
JKPB381,tetR,TetR family transcriptional regulator,contig_1,0,Small replicon (~0kb),2693815,2694393,-,cds,"SO:0001217, UniRef:UniRef50_A0A2L1BYV7"
JKPB381,,Acetyltransferase,contig_1,0,Small replicon (~0kb),2695033,2695569,+,cds,"SO:0001217, UniRef:UniRef50_A0A486RGY4"
JKPB381,,protein-N(pi)-phosphohistidine--D-fructose phosphotransferase,contig_1,0,Small replicon (~0kb),2702074,2702385,+,cds,"SO:0001217, UniRef:UniRef50_W9BGZ1"
JKPB381,,"Phosphoenolpyruvate-dependent sugar phosphotransferase system, IIA component",contig_1,0,Small replicon (~0kb),2770650,2771093,+,cds,"SO:0001217, UniRef:UniRef50_A0A0T9LYC4"
JKPB381,,Trans-aconitate 2-methyltransferase,contig_1,0,Small replicon (~0kb),2805622,2806383,+,cds,"SO:0001217, UniRef:UniRef50_J2W0T7"
JKPB381,,GCN5-related N-acetyltransferase,contig_1,0,Small replicon (~0kb),2809269,2809715,-,cds,"SO:0001217, UniRef:UniRef50_F8EUZ2"
JKPB381,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2811534,2812064,-,cds,"SO:0001217, UniRef:UniRef50_A0A0J1PP32"
